0.00	0.000
1.00	1.552
2.00	20.238
3.00	94.534
4.00	219.089
5.00	350.567
6.00	449.121
7.00	495.707
8.00	491.550
9.00	449.786
10.00	386.725
11.00	316.447
12.00	248.737
13.00	189.122
14.00	139.837
15.00	100.969
16.00	71.429
17.00	49.642
18.00	33.967
19.00	22.923
20.00	15.282
21.00	10.077
22.00	6.579
23.00	4.257
24.00	2.732
