0.00	0.000
1.00	0.809
2.00	10.544
3.00	49.252
4.00	114.144
5.00	182.643
6.00	233.990
7.00	258.260
8.00	256.094
9.00	234.336
10.00	201.482
11.00	164.867
12.00	129.591
13.00	98.531
14.00	72.854
15.00	52.604
16.00	37.214
17.00	25.863
18.00	17.696
19.00	11.943
20.00	7.962
21.00	5.250
22.00	3.428
23.00	2.218
24.00	1.424
